80,春光乍泄,308837,8.9,爱情纠缠，男女一致。
81,心灵捕手,340601,8.8,人生中应该拥有这样的一段豁然开朗。
82,入殓师,365169,8.8,死可能是一道门，逝去并不是终结，而是超越，走向下一程。
83,猫鼠游戏,309696,8.8,骗子大师和执著警探的你追我跑故事。
84,布达佩斯大饭店,410339,8.8,小清新的故事里注入了大历史的情怀。
85,禁闭岛,450645,8.7,昔日翩翩少年，今日大腹便便。
86,玛丽和马克思,264764,8.9,你是我最好的朋友，你是我唯一的朋友 。
87,阳光灿烂的日子,333138,8.8,一场华丽的意淫。
88,幽灵公主,286049,8.8,人与自然的战争史诗。
89,第六感,284912,8.8,深入内心的恐怖，出人意料的结局。
90,重庆森林,406068,8.7,寂寞没有期限。
91,狩猎,168498,9.1,人言可畏。
92,穿条纹睡衣的男孩,199015,9.0,尽管有些不切实际的幻想，这部电影依旧是一部感人肺腑的佳作。
93,致命ID,392230,8.7,最不可能的那个人永远是最可能的。
94,断背山,389956,8.7,每个人心中都有一座断背山。
95,加勒比海盗,434475,8.6,约翰尼·德普的独角戏。
96,阿凡达,650550,8.6,绝对意义上的美轮美奂。
97,摩登时代,118062,9.2,大时代中的人生，小人物的悲喜。
98,大鱼,304137,8.7,抱着梦想而活着的人是幸福的，怀抱梦想而死去的人是不朽的。
99,告白,411945,8.7,没有一人完全善，也没有一人完全恶。
100,一一,185800,9.0,我们都曾经是一一。
101,射雕英雄传之东成西就,331866,8.7,百看不厌。
102,甜蜜蜜,272426,8.8,相逢只要一瞬间，等待却像是一辈子。
103,阳光姐妹淘,327010,8.8,再多各自牛逼的时光，也比不上一起傻逼的岁月。
104,消失的爱人,443321,8.7,年度最佳date movie。
105,爱在黎明破晓前,272666,8.7,缘分是个连绵词，最美不过一瞬。
106,上帝之城,180744,8.9,被上帝抛弃了的上帝之城。
107,寻梦环游记,614305,9.0,死亡不是真的逝去，遗忘才是永恒的消亡。
108,喜剧之王,403856,8.6,我是一个演员。
109,小森林 夏秋篇,179396,8.9,那些静得只能听见呼吸的日子里，你明白孤独即生活。
110,侧耳倾听,212297,8.8,少女情怀总是诗。
111,倩女幽魂,328034,8.6,两张绝世的脸。
112,恐怖直播,288718,8.7,恐怖分子的“秋菊打官司”。
113,风之谷,211884,8.8,动画片的圣经。
114,超脱,217452,8.8,穷尽一生，我们要学会的，不过是彼此拥抱。
115,爱在日落黄昏时,240587,8.8,九年后的重逢是世俗和责任的交叠，没了悸动和青涩，沧桑而温暖。
116,红辣椒,171093,8.9,梦的勾结。
117,菊次郎的夏天,232850,8.8,从没见过那么流氓的温柔，从没见过那么温柔的流氓。
118,驯龙高手,352503,8.7,和谐的生活离不开摸头与被摸头。
119,幸福终点站,268900,8.7,有时候幸福需要等一等。
120,神偷奶爸,475359,8.5,Mr. I Don't Care其实也有Care的时候。
121,杀人回忆,253618,8.7,关于连环杀人悬案的集体回忆。
122,借东西的小人阿莉埃蒂,261996,8.7,曾经的那段美好会沉淀为一辈子的记忆。
123,请以你的名字呼唤我,244360,8.8,沉醉在电影的情感和视听氛围中无法自拔。
124,七武士,94780,9.2,时代悲歌。
125,哈利·波特与死亡圣器(下),340692,8.7,10年的完美句点。
126,岁月神偷,353878,8.6,岁月流逝，来日可追。
127,小森林 冬春篇,155635,9.0,尊敬他人，尊敬你生活的这片土地，明白孤独是人生的常态。
128,怪兽电力公司,302790,8.6,不要给它起名字，起了名字就有感情了。
129,萤火虫之墓,239504,8.7,幸福是生生不息，却难以触及的远。
130,谍影重重3,218653,8.7,像吃了苏打饼一样干脆的电影。
131,电锯惊魂,238519,8.7,真相就在眼前。
132,7号房的礼物,222799,8.7,《我是山姆》的《美丽人生》。
133,东邪西毒,307861,8.6,电影诗。
134,喜宴,168788,8.8,中国家庭的喜怒哀乐忍。
135,疯狂原始人,442895,8.7,老少皆宜，这就是好莱坞动画的魅力。
136,贫民窟的百万富翁,448919,8.5,上帝之城+猜火车+阿甘正传+开心辞典=山寨富翁
137,萤火之森,205545,8.8,触不到的恋人。
138,记忆碎片,329687,8.6,一个针管引发的血案。
139,黑天鹅,487090,8.5,黑暗之美。
140,真爱至上,364225,8.5,爱，是个动词。
141,英雄本色,220660,8.6,英雄泪短，兄弟情长。
142,超能陆战队,463217,8.6,Balalala~~~
143,唐伯虎点秋香,431379,8.5,华太师是黄霑，吴镇宇四大才子之一。
144,蝙蝠侠：黑暗骑士崛起,352360,8.6,诺兰就是保证。
145,雨人,238211,8.7,生活在自己的世界里，也可以让周围的人显得可笑和渺小。
146,心迷宫,228841,8.7,荒诞讽刺，千奇百巧，抽丝剥茧，百转千回。
147,卢旺达饭店,143292,8.9,当这个世界闭上双眼，他却敞开了怀抱。
148,傲慢与偏见,365765,8.5,爱是摈弃傲慢与偏见之后的曙光。
149,荒蛮故事,183447,8.8,始于荒诞，止于更荒诞。
150,海洋,108096,9.0,大海啊，不全是水。
151,纵横四海,186138,8.7,香港浪漫主义警匪动作片的巅峰之作。
152,无人知晓,96208,9.1,我的平常生活就是他人的幸福。
153,海边的曼彻斯特,250810,8.6,我们都有权利不与自己的过去和解。
154,时空恋旅人,251439,8.7,把每天当作最后一天般珍惜度过，积极拥抱生活，就是幸福。
155,教父3,160044,8.8,任何信念的力量，都无法改变命运。
156,虎口脱险,123856,8.9,永远看不腻的喜剧。
157,玩具总动员3,229206,8.8,跨度十五年的欢乐与泪水。
158,完美的世界,100379,9.0,坏人的好总是比好人的好来得更感人。
159,花样年华,293153,8.6,偷情本没有这样美。
160,达拉斯买家俱乐部,226312,8.7,Jared Leto的腿比女人还美！
161,恋恋笔记本,336447,8.5,爱情没有那么多借口，如果不能圆满，只能说明爱的不够。
162,血战钢锯岭,394542,8.7,优秀的战争片不会美化战场，不会粉饰死亡，不会矮化敌人，不会无视常识，最重要的，不会宣扬战争。
163,燃情岁月,167207,8.7,传奇，不是每个人都可以拥有。
164,二十二,135602,8.7,有一些东西不应该被遗忘。
165,雨中曲,108153,9.0,骨灰级歌舞片。
166,魂断蓝桥,148196,8.8,中国式内在的美国电影。
167,穿越时空的少女,216268,8.6,爱上未来的你。
168,冰川时代,325788,8.5,松鼠才是角儿。
169,我是山姆,127374,8.8,爱并不需要智商 。
170,猜火车,280694,8.5,不可猜的青春迷笛。
171,人工智能,225015,8.6,对爱的执着，可以超越一切。
172,头脑特工队,283702,8.7,愿我们都不用长大，每一座城堡都能永远存在。
173,被解救的姜戈,305389,8.6,热血沸腾，那个低俗、性感的无耻混蛋又来了。
174,爆裂鼓手,281450,8.6,这个世界从不善待努力的人，努力了也不一定会成功，但是知道自己在努力，就是活下去的动力。
175,未麻的部屋,121345,8.9,好的剧本是，就算你猜到了结局也猜不到全部。
176,罗生门,151521,8.7,人生的N种可能性。
177,你的名字。,604583,8.4,穿越错位的时空，仰望陨落的星辰，你没留下你的名字，我却无法忘记那句“我爱你”。
178,浪潮,154445,8.7,世界离独裁只有五天。
179,无敌破坏王,244820,8.7,迪士尼和皮克斯拿错剧本的产物。
180,香水,320593,8.4,一个单凭体香达到高潮的男人。
181,阿飞正传,250911,8.5,王家卫是一种风格，张国荣是一个代表。
182,朗读者,308146,8.5,当爱情跨越年龄的界限，它似乎能变得更久远一点，成为一种责任，一种水到渠成的相濡以沫。
183,房间,192332,8.8,被偷走的岁月，被伤害的生命，被禁锢的灵魂，终将被希望和善意救赎。
184,恐怖游轮,389772,8.4,不要企图在重复中寻找已经失去的爱。
185,模仿游戏,305852,8.6,他给机器起名“克里斯托弗”，因为这是他初恋的名字。
186,可可西里,151702,8.7,坚硬的信仰。
187,一个叫欧维的男人决定去死,156875,8.8,惠及一生的美丽。
188,忠犬八公物语,77285,9.1,养狗三日，便会对你终其一生。
189,魔女宅急便,234339,8.5,宫崎骏的电影总让人感觉世界是美好的，阳光明媚的。
190,一次别离,152051,8.7,只有有信仰的人才能说出事实真相。
191,战争之王,199128,8.6,做一颗让别人需要你的棋子。
192,哪吒闹海,100581,8.9,想你时你在闹海。
193,完美陌生人,258279,8.6,来啊，互相伤害啊！
194,谍影重重,226960,8.5,哗啦啦啦啦，天在下雨，哗啦啦啦啦，云在哭泣……找自己。
195,追随,95227,8.9,诺兰的牛逼来源于内心散发出的恐惧。
196,牯岭街少年杀人事件,127732,8.8,弱者送给弱者的一刀。
197,地球上的星星,101671,8.9,天使保护事件始末。
198,谍影重重2,189092,8.6,谁说王家卫镜头很晃？
199,撞车,198013,8.6,天使与魔鬼的冲撞。
200,黑客帝国3：矩阵革命,187894,8.6,不得不说，《黑客帝国》系列是商业片与科幻、哲学完美结合的典范。
201,惊魂记,101604,8.9,故事的反转与反转，分裂电影的始祖。
202,青蛇,264403,8.5,人生如此，浮生如斯。谁人言，花彼岸，此生情长意短。谁都是不懂爱的罢了。
203,梦之安魂曲,129157,8.7,一场没有春天的噩梦。
204,海街日记,171308,8.7,是枝裕和的家庭习作。
205,小萝莉的猴神大叔,212996,8.5,宝莱坞的萝莉与大叔。
206,再次出发之纽约遇见你,208134,8.5,爱我就给我看你的播放列表。
207,新龙门客栈,220869,8.5,嬉笑怒骂，调风动月。
208,步履不停,109568,8.8,日本的家庭电影已经是世界巅峰了，步履不停是巅峰中的佳作。
209,源代码,463908,8.4,邓肯·琼斯继《月球》之后再度奉献出一部精彩绝伦的科幻佳作。
210,东京物语,61838,9.2,东京那么大，如果有一天走失了，恐怕一辈子不能再相见。
211,终结者2：审判日,167082,8.6,少见的超越首部的续集，动作片中的经典。
212,初恋这件小事,541816,8.3,黑小鸭速效美白记。
213,疯狂的石头,378233,8.3,中国版《两杆大烟枪》。
214,城市之光,54656,9.2,永远的小人物，伟大的卓别林。
215,绿里奇迹,125304,8.7,天使暂时离开。
216,爱在午夜降临前,139819,8.8,所谓爱情，就是话唠一路，都不会心生腻烦，彼此嫌弃。
217,无耻混蛋,257195,8.5,昆汀同学越来越变态了，比北野武还杜琪峰。
218,末路狂花,121513,8.7,没有了退路，只好飞向自由。
219,秒速5厘米,355905,8.3,青春就是放弃和怀念。
220,这个男人来自地球,213215,8.5,科幻真正的魅力不是视觉效果能取代的。
221,勇闯夺命岛,162074,8.6,类型片的极致。
222,E.T. 外星人,181394,8.5,生病的E.T.皮肤的颜色就像柿子饼。
223,变脸,243849,8.4,当发哥的风衣、墨镜出现在了凯奇身上??
224,碧海蓝天,115968,8.7,在那片深蓝中，感受来自大海的忧伤寂寞与美丽自由。
225,彗星来的那一夜,224669,8.4,小成本大魅力。
226,卡萨布兰卡,142535,8.6,世界上有那么多女人那么多酒馆，但她偏偏走进我的这家。
227,黄金三镖客,61173,9.1,最棒的西部片。
228,发条橙,210554,8.5,我完全康复了。
229,聚焦,151058,8.8,新闻人的理性求真。
230,血钻,160483,8.6,每个美丽事物背后都是滴血的现实。
231,美国丽人,211689,8.5,每个人的内心都是深不可测的大海。
232,海盗电台,181903,8.6,生命不止，摇滚不死。
233,国王的演讲,389012,8.3,皇上无话儿。
234,非常嫌疑犯,138590,8.6,我不信仰上帝，但我敬畏上帝。
235,荒野生存,145758,8.6,出门必备：本草纲目。
236,黑鹰坠落,140635,8.6,还原真实而残酷的战争。
237,我爱你,70438,9.0,你要相信，这世上真的有爱存在，不管在什么年纪
238,英国病人,193501,8.5,In memory, love lives forever...
239,千钧一发,107186,8.7,一部能引人思考的科幻励志片。
240,遗愿清单,155996,8.5,用剩余不多的时间，去燃烧整个生命。
241,2001太空漫游,115072,8.7,现代科幻电影的开山之作，最伟大导演的最伟大影片。
242,荒岛余生,159395,8.5,一个人的独角戏。
243,迁徙的鸟,56890,9.1,最美的飞翔。
244,勇士,98046,8.9,热血沸腾，相当完美的娱乐拳击大餐。
245,枪火,115978,8.7,一群演技精湛的戏骨，奉献出一个精致的黑帮小品，成就杜琪峰群戏的巅峰之作。
246,燕尾蝶,116846,8.6,现实与童话交相辉映的旅程。
247,叫我第一名,122313,8.6,乐观比一切都有力量。
248,海蒂和爷爷,66273,9.0,
249,穆赫兰道,265325,8.3,大卫·林奇的梦境迷宫。
250,大卫·戈尔的一生,113207,8.6,捍卫人权只是信仰，一点不妨碍其行为的残忍。
